chapter,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
AirLaw,437,"The """"Aerodrome Reference Code"""" is a code composed of two elements which are related to the aeroplane performance characteristics and dimensions. These elements are a combination of a number and a letter as in the example under listed:",2B.,6D.,5E.,4F.,A,"The Aerodrome Reference Code is a two-element classification system used to simplify airport design standards. It is composed of Code Element 1 (a number from 1 to 4 based on aircraft reference field length) and Code Element 2 (a letter from A to F based on wingspan and gear span). An example of this combination is '2B', which describes a small commuter-category aircraft."
AirLaw,438,"According with the """"Aerodrome Reference Code"""" the """"Code number 4"""" shall identify an aircraft reference field length of:",1 800 m and over.,1 600 m.,1 500 m.,1 200 m.,A,"Under the Aerodrome Reference Code, Code Number 4 identifies aircraft with a reference field length (the minimum runway length required for takeoff at maximum weight under standard conditions) of 1,800 meters and over. Runways designed for Code 4 aircraft have strict width and obstacle-free zone requirements to support large commercial passenger transport flights."
AirLaw,439,The STOPWAY is a defined rectangular area on the ground at the end of take-off run available prepared as a suitable area where:,An aircraft can be stopped in the case of an abandoned take-off.,A landing aircraft can be stopped if overcoming the end of runway.,A landing aircraft can be stopped only in emergency.,An aircraft taking-off or landing can be stopped.,A,A Stopway is a defined rectangular area at the end of the take-off run available (TORA) that is prepared as a suitable area where an aircraft can be stopped in the case of an abandoned takeoff. The stopway must be structurally capable of supporting the aircraft without causing damage. It is included in the calculation of Acceleration-Stop Distance Available (ASDA).
AirLaw,440,"""""ASDA"""" (Acceleration Stop Distance Available) is:",The length of the take-off run available plus the length of stopway (if stopway provided) .,The length of the runway plus the length of stopway available (if stopway provided).,The length of the take-off run available plus the length of stopway and clearway (if provided) .,The length of the take-off run available plus the length of the clearway.,A,Acceleration-Stop Distance Available (ASDA) is defined as the physical length of the take-off run available (TORA) plus the length of any stopway available. The stopway provides a safe overrun area to decelerate and stop the aircraft during an aborted takeoff. ASDA is used by pilots to verify that the aircraft can safely reject a takeoff within the available field length.
AirLaw,441,Within the Annex to the ICAO convention that specifies dimensions of aerodromes are codes for different runways. Which is the minimum width of a runway with runway code 4?,45 metres,35 metres,40 metres,50 metres,A,"Under ICAO Annex 14, the minimum runway width required for a runway with code number 4 is 45 meters (approx. 150 feet). This width provides adequate safety margins for large commercial jet transports during takeoff and landing, particularly in cross-wind conditions. Runways with code number 3 typically have a minimum width of 30 meters."
AirLaw,442,Runway edge lights excepted in the case of a displaced threshold shall be:,Fixed lights showing variable white.,"Fixed lights, white or yellow colour.",Fixed lights showing variable white or yellow.,Flashing white.,A,"Runway edge lights must be fixed lights showing variable white, except that yellow lights may be used for the last 600 meters (or one-third of the runway length, whichever is less) to warn pilots that they are approaching the end of the runway. If the runway threshold is displaced, the lights between the start of the runway and the displaced threshold will show red in the direction of approach."
AirLaw,443,"Runway threshold identification lights, when provided, should be:",Flashing white.,Fixed green.,Flashing green.,Fixed white.,A,"Runway threshold identification lights (RTILs), when provided, must be flashing white lights. They are installed at the corners of the runway threshold to provide rapid identification of the runway start in poor visibility or at night. They flash in a synchronized pattern to stand out from other aerodrome lighting systems."
AirLaw,444,"The light shown by an """"Aerodrome Identification Beacon"""" at a land aerodrome shall be:",Green colour identification given by Morse Code.,Blue colour identification given by Morse Code.,White and green colour identification given by Morse Code.,White colour identification given by Morse Code.,A,"The light shown by an Aerodrome Identification Beacon at a land aerodrome must be a green color, flashing an identification code in Morse Code. This beacon helps pilots identify the aerodrome from a distance during night flights or in marginal visibility. Military aerodromes may flash a different color pattern (e.g. white/green) to distinguish them from civil fields."
AirLaw,445,"In the """"VASIS"""" , how many light units are in each wing bar?",3.,2.,4.,5.,A,"In a standard Visual Approach Slope Indicator System (VASIS), there are 3 light units in each wing bar. The system uses two rows of wing bars (upwind and downwind) to define the glide path. If the pilot is on the correct path, the downwind bar appears white and the upwind bar appears red. This classic system has been widely replaced by the simpler PAPI system."
AirLaw,446,"In a precision approach category I, lighting system, the single, two and three light sources on the centre line have a length of:",300 m.,150 m.,200 m.,250 m.,A,"In a Category I precision approach lighting system, the approach lights on the extended runway centerline extend back from the threshold for a total length of 900 meters. Within this system, the single, double, and triple light source configurations are coded over the first 300 meters to provide distance information. This helps the pilot visually assess their distance from the runway threshold during final approach."
AirLaw,447,"How many red lights must a pilot see, whose aircraft, in final approach, is following a normal glide path defined by a PAPI?",2.,3.,None.,1.,A,"When an aircraft is on a normal glide path defined by a Precision Approach Path Indicator (PAPI) system, the pilot must see exactly 2 red lights and 2 white lights. PAPIs consist of a wing bar of 4 light units. Seeing 3 or 4 red lights indicates the aircraft is too low, while 3 or 4 white lights indicate it is too high."
AirLaw,448,Taxiway centre line lights other than an exit taxiway shall be:,Fixed lights showing green.,Fixed lights showing blue.,Fixed lights showing yellow.,Fixed lights showing white.,A,Taxiway centerline lights on paths other than exit taxiways must be fixed lights showing a green color. These lights guide pilots along the taxiway centerline at night or in low visibility. Exit taxiways feature alternating green and yellow lights to warn pilots they are still within the runway safety area.
AirLaw,449,"In a precision approach category I lighting system, the centre line and crossbar lights shall be:",Fixed lights showing variable white.,Flashing lights showing variable white.,Fixed lights showing variable green.,Flashing lights showing variable green.,A,"In a Category I precision approach lighting system, the centerline and crossbar lights must be fixed lights showing variable white. This high-intensity white lighting system is designed to provide maximum visual guidance and roll reference to the pilot transitioning from instruments to visual contact. The lights can be dimmed by ATC to prevent blinding at night."
AirLaw,450,The abbreviation PAPI stands for:,Precision Approach Path Indicator.,Precision Approach Path Index.,Precision Approach Power Indicator.,Precision Approach Power Index.,A,"The abbreviation PAPI stands for Precision Approach Path Indicator. It is a visual aid that provides glide slope guidance to pilots during final approach. It consists of a single row of four light units installed on the side of the runway, which change color between red and white depending on the aircraft's elevation relative to the glide path."
AirLaw,451,"The """"PAPI"""" shall consist of:",A wing bar of 4 sharp transition multi-lamp or paired units equally spaced.,Two wing bars of 4 sharp transition multi-lamp or paired units equally spaced.,Two wing bars of 6 sharp transition multi-lamp or paired units equally spaced.,A wing bar of 2 sharp transition multi-lamp equally spaced.,A,"A Precision Approach Path Indicator (PAPI) system consists of a single wing bar of 4 sharp transition multi-lamp or paired units equally spaced. The wing bar is installed on the side of the runway, typically on the left, perpendicular to the runway centerline. The light units project a split red/white beam to provide visual elevation guidance to pilots on final approach."
AirLaw,452,"In the """"PAPI"""" system the pilot during an approach will see the two units nearest the runway as red and the two units farthest from the runway as white when:",On or close to the approach slope.,Above the approach slope.,Below the approach slope.,Only on the approach slope.,A,"When an approaching aircraft is on or close to the correct glide path, the pilot will observe exactly 2 red lights (nearest the runway) and 2 white lights (farthest from the runway) on the PAPI wing bar. This balanced 2-red, 2-white indication corresponds to the standard 3-degree glide slope. Deviating high increases the number of white lights, while deviating low increases the number of red lights."
AirLaw,453,"In the case of parallel runways, each runway designation number shall be supplemented:","By a letter - for example 2 parallel runways """"L"""" and """"R"""" - for 3 """"L"""", """"C"""" and """"R"""".","By a number like """"0"""" and """"01"""" for 2 parallel runways.",By a letter for 2 parallel runways.,"By a letter - for example 3 parallel runways """"L"""" and """"R"""" and the central has no letter.",A,"For parallel runways, the runway designation number is supplemented by a letter to distinguish them. If there are two parallel runways, they are designated Left (L) and Right (R) (e.g. 09L and 09R). If there are three parallel runways, they are designated Left (L), Center (C), and Right (R) (e.g. 09L, 09C, and 09R). This prevents pilots from aligning with the wrong runway during approach."
AirLaw,454,Taxiway edge lights shall be:,Fixed showing blue.,Fixed showing green.,Fixed showing yellow.,Flashing showing blue.,A,"Taxiway edge lights must be fixed lights showing a blue color. These lights mark the lateral boundaries of the taxiway at night or in low visibility, preventing aircraft from taxiing off the paved surface. In contrast, taxiway centerline lights are green."
AirLaw,455,Runway end lights shall be:,Fixed unidirectional lights showing red in the direction of the runway.,Fixed unidirectional lights showing white in the direction of the runway.,Fixed lights showing variable red.,Fixed lights showing variable white.,A,"Runway end lights must be fixed unidirectional lights showing a red color in the direction of the runway. These lights are installed across the end of the runway to mark the physical limit of the usable pavement for takeoff or landing. They appear red to a pilot rolling down the runway, indicating they have reached the end of the runway."
AirLaw,456,Runway threshold lights shall be:,Fixed unidirectional lights showing green in the direction of approach to the runway.,Fixed unidirectional lights showing white in the direction of approach to the runway.,Fixed lights green colours.,Fixed lights showing green or white colours.,A,Runway threshold lights must be fixed unidirectional lights showing a green color in the direction of the approach. They are installed in a transverse line across the runway threshold to mark the beginning of the landing surface. These green lights provide a clear visual indication to approaching pilots of where the runway begins.
AirLaw,457,Aerodromes signs should be in the following configuration :,"information signs, yellow or black background with black or yellow inscriptions.","mandatory instruction signs , red background with black inscriptions.","information signs, orange background with black inscriptions.","mandatory instruction signs, black background with red inscriptions.",A,"Under ICAO standards, aerodrome signs are color-coded based on their category. Information signs have a yellow or black background with black or yellow inscriptions (e.g. taxiway location or direction signs). Mandatory instruction signs, which identify holding positions or runway entries, feature white inscriptions on a red background, indicating that aircraft must stop unless cleared."
AirLaw,458,Which of the following alternatives describes the complete CAT 1 ('Calvert') type of approach light system?,"5 crossbars, centre line with 3, 2 and 1 lamp per light unit","4 crossbars, centre line with 3 or 2 lamps per light unit","3 crossbars, centre line with 3, 2 or 1 lamp per light unit","3 crossbars, centre line with 3 or 2 lamps per light unit",A,"The Calvert (CAT I) type of approach lighting system features 5 crossbars spaced at 150-meter intervals, with a centerline of lights that decreases in density as it approaches the threshold (using 3, 2, and 1 lamp per light unit). This structure provides the pilot with visual distance-to-go and roll reference cues during final approach. It is a classic precision approach lighting standard."
AirLaw,459,What is the length of an approach lighting system of a precision-approach runway CAT II :,900m,150m,300m,600m,A,An approach lighting system for a Category II precision approach runway must extend back from the threshold for a total length of 900 meters. The high intensity and length of this system are necessary to provide adequate visual guidance to pilots operating in low visibility down to a DH of 100 feet. The system also includes side row red barrettes over the inner 300 meters.
AirLaw,460,"What is a """"barrette""""?",three or more groundlights closely spaced together to appear as a bar of lights.,a highted obstacle near the runway and/or taxiway.,a CAT II or III holding position.,a frangible structure on which approach lights are fixed.,A,"A barrette is defined as three or more ground lights closely spaced together in a transverse line, so that from a distance they appear as a single short bar of light. Barrettes are widely used in precision approach and taxiway lighting systems to provide directional and attitude cues. They help pilots maintain alignment and roll control in poor visibility."
AirLaw,461,A precision approach runway CAT. II is an instrument runway served by ILS and visual aids intended for operations down to:,a RVR of 300-450 meters and a DH of not less than 100 ft.,a RVR of 250 meters and a DH of not less than 200 ft.,a RVR of 550 meters and a DH of not less than 200 ft.,a RVR of 200 meters and a DH of not less than 100 ft.,A,"A Category II precision approach runway is intended for operations with a Decision Height (DH) of less than 200 feet but not less than 100 feet. The corresponding Runway Visual Range (RVR) minimum is not less than 300 to 450 meters depending on the aircraft category and local airport lighting. Category II operations require specialized aircraft equipment, pilot training, and airport lighting systems."
AirLaw,462,When a fixed-distance marking has to be provided this marking shall commence at :,300 m from threshold,150 m from threshold,450 m from threshold,600 m from threshold,A,"When a runway is equipped with a fixed-distance marking, this marking must commence at a point 300 meters from the runway threshold. The marking consists of two conspicuous white rectangular bars on either side of the runway centerline. It serves as a visual aiming point for landing pilots, indicating a standardized touchdown target."
AirLaw,463,Runway-lead-in lighting should consist :,"of group of at least three white lights flashing in sequence towards the runway ,",always of a straight row of lights towards the runway,"of flashing lights only,","of an arbitrary amount of green lights,",A,"Runway lead-in lighting systems are installed to guide pilots along a specific visual flight path towards a runway, especially where terrain or noise abatement requires a curved approach. The system consists of groups of at least three white lights that flash in a sequential sequence pointing towards the runway threshold. This sequential flashing directs the pilot's eyes along the safe flight path."
AirLaw,464,Within the Annex to the ICAO convention that specifies dimensions of aerodromes is a specific dimension given for the approach light system for CAT 1 ILS. What should be the length of this approach light system?,900 metres,420 metres,1000 metres,1200 metres,A,"According to ICAO Annex 14, a standard Category I precision approach lighting system must have a total length of 900 meters. This length is designed to provide pilots with early visual cues and roll reference before they reach the decision height (typically 200 feet). A shorter system (e.g. 420 meters) can only be installed where local terrain makes a 900-meter system impossible."
AirLaw,465,High intensity obstacle lights should be:,Flashing white.,Flashing red.,Fixed red.,Fixed orange.,A,High-intensity obstacle lights are used on tall structures (such as chimneys or towers exceeding 150 meters) and must be flashing white lights. These high-intensity flashes are required to make the obstruction visible to pilots from a distance during both day and night operations. They serve as a vital collision warning system.
AirLaw,466,Low intensity obstacle lights on mobile objects shall be:,Flashing red or preferably yellow.,Fixed red or preferably orange.,Fixed red or preferably blue.,Flashing blue.,A,Low-intensity obstacle lights installed on mobile objects (such as airport service vehicles or follow-me cars) must be flashing red or preferably yellow. Flashing lights help distinguish these moving hazards from static airfield lighting. The flashing color alerts pilots and ground control to the vehicle's movement.
AirLaw,467,Low intensity obstacle lights on fixed objects shall be:,Fixed red.,Flashing red.,Flashing yellow.,Fixed orange.,A,"Low-intensity obstacle lights installed on fixed objects (such as buildings, masts, or airport fences) must be fixed red lights. These lights are kept constantly illuminated during night operations to define the boundaries and heights of static obstructions. They ensure that pilots can see and avoid obstacles near runways and taxiways."
AirLaw,468,The runway edge lights shall be :,white,blue,green,red,A,"Runway edge lights are fixed lights showing a white color along the sides of the runway. However, they may show yellow on the last 600 meters of the runway to indicate to pilots that they are approaching the end of the runway. In the case of a displaced threshold, the lights between the start of the runway and the threshold will show red in the direction of approach."
AirLaw,469,The aerodrome category for rescue and fire fighting is based on:,The over-all length of the longest aeroplane normally using the aerodrome and its maximum fuselage width.,The over-all length of the longest aeroplane normally using the aerodrome and its maximum fuselage weight.,The over-all length of the longest aeroplane.,The longuest aeroplane maximum width only,A,"An aerodrome's category for Rescue and Fire Fighting Services (RFFS) is determined based on the overall length of the longest aeroplane normally using the airport, along with its maximum fuselage width. The RFFS categories range from 1 to 10 and define the minimum amount of extinguishing agents, vehicles, and response times required. This ensures the fire services are scaled to handle emergencies for the size of aircraft operating."
AirLaw,470,The ICAO annex which deals with entry and departure of persons and their baggage in international flights is :,annex 9,annex 8,annex 6,annex 15,A,"Annex 9 to the Chicago Convention governs Facilitation, which includes international standards and recommended practices for the entry and departure of persons and their baggage. The primary goal of Annex 9 is to prevent unnecessary delays to aircraft, crew, passengers, and cargo at international borders. It details passport, visa, and customs procedures."
AirLaw,471,The ICAO annex which deals with entry and departure of cargo and other articles on international flights is :,annex 9,annex 8,annex 15,annex 16,A,"The entry, clearance, and departure of cargo, mail, and other articles on international flights are governed by ICAO Annex 9 (Facilitation). Annex 9 contains rules to simplify customs, health, and security procedures for international cargo operations. It aims to accelerate ground handling and reduce shipping times."
AirLaw,472,"A contracting state which continues to require the presentation of a cargo manifest shall, apart from the information indicated in the heading of the format of the cargo manifest, not require more than the following item(s) :","The air waybill number, the number of packages related to each air waybill number and the nature of the goods",The air waybill number and the nature of the goods,The air waybill number and the number of packages related to the air way bill number,The air waybill number,A,"Under Annex 9, if a Contracting State requires the presentation of a cargo manifest, it should limit the required data. Apart from the heading information, the State must not require more than the air waybill number, the number of packages related to each waybill, and the nature of the goods. This standardization prevents excessive customs paperwork and speeds up cargo clearance."
AirLaw,473,"Contracting states shall not require the authorized agent or pilot-in-command to deliver to the public authorities concerned, before departure of the aircraft, more than some copies of General Declaration, Cargo Manifest and stores list. The numbers of the copies are :",2 of each,3 of each,2 copies of General Declarations and Cargo Manifest and one copie of a simple stores list.,2 copies of General Declaration and of Cargo Manifest and of a stores list,A,"Under international facilitation standards, States must not require more than 2 copies of the General Declaration, 2 copies of the Cargo Manifest, and 2 copies of the Stores List before departure. Limiting the number of mandatory physical paper copies is a key facilitation practice. Modern systems allow these documents to be submitted electronically to further reduce delay."
AirLaw,474,"In case of aircraft registered in other Contracting States, which are not engaged in schedule international services, and which are making flights across the territory of a Contracting State or stopping for non traffic purposes, such Contracting State shall accept the information contained in a flight plan as adequate advance notification. This information is to be received :",at least 2 hours in advance of arrival,at least 4 hours in advance of arrival,at least 1 hour in advance of arrival,at least 12 hours in advance of the expected ETA,A,"For non-scheduled international flights crossing a territory or stopping for non-traffic purposes, the State must accept a standard flight plan as adequate advance notification. This flight plan must be received by the State's ATC at least 2 hours in advance of the aircraft's arrival at the FIR boundary. This notice period allows controllers to process the entry."
AirLaw,475,An aircraft which is not engaged in scheduled international air services and which is making a flight to or through any designated airport of a Contracting State and is admitted temporarily free of duty shall be allowed to remain within that State without security for customs duty.,For a period to be established by that State,for a period of 24 hours,for a period of 48 hours,for a period of 12 hours,A,"If a non-scheduled international aircraft lands temporarily at a designated international airport free of duty, it is allowed to remain within the State without customs security. The maximum duration of this temporary stay is established by the State's national customs regulations. This facilitation measure simplifies short-term technical stops and private flights."
AirLaw,476,Which one of the statements is correct :,contracting states shall accept an oral declaration of baggage from passengers and crew,contracting states shall accept an oral declaration of baggage only from crew,contracting states shall accept an oral declaration of baggage only from passengers,contracting states may not accept oral declaration of baggages,A,"Under the facilitation standards of ICAO Annex 9, contracting States must accept an oral declaration of baggage from both passengers and flight crew. This standard is designed to speed up customs clearance by avoiding written declaration forms for typical passenger arrivals. Written declarations are reserved for exceptions or high-value items."
AirLaw,477,"When desinsecting is required by a Contracting State as a public health measure, the desinsecting is made when the aircraft is suitably equipped by means of an automatic dispersal or vapour while the aircraft is flying, but as far in advance as possible and:",At least 30 minute prior to land.,At least one hour prior to land.,At least when the aircraft enter that state airspace.,At least immediately before landing.,A,"When a State requires disinsection of an aircraft as a public health measure, it must be performed using automatic dispersal systems while the aircraft is airborne. The disinsection must be carried out at least 30 minutes prior to landing to ensure the aerosol or vapor has dispersed and taken effect before doors are opened. This protects public health without delaying passengers on the ground."
AirLaw,478,The obligation of a carrier to transport any person away from the territory of a Contracting State shall terminate from the moment such person has been definitely admitted in other Contracting State of destination.,The stated above is correct.,The operator has no obligation.,The obligation is for the Contracting State of the operator.,The obligation of the operator terminates as soon as the person leaves the aeroplane.,A,"A carrier's obligation to transport an inadmissible person (such as a passenger without proper entry documents) away from a State terminates when that person has been definitely admitted into another destination State. Until that admission occurs, the carrier remains legally responsible for returning the passenger to their point of origin. This obligation is a fundamental aspect of international border control law."
AirLaw,479,"When cargo, unaccompanied baggage or stores are not unladen at their intended destination but are unladen at another international airport, the contracting state where the unlading takes place, if satisfied that there has been no gross negligence or careless by the operator","shall not impose penalties, fines, customs duties and taxes on the operator",shall not impose penalties and fines but customs duties and taes on thexes on the operator,"shall not impose penalties, fines and custom duties but taxes on the operator","shall not impose penalties, fines and taxes but custom duties on the operator",A,"If cargo or stores are accidentally unladen at the wrong international airport, the State where the unlading occurs must not impose penalties, fines, customs duties, or taxes on the operator, provided it is satisfied that the error was not due to gross negligence or carelessness. This protection facilitates the recovery and forwarding of misrouted shipments without financial penalties."
AirLaw,480,Unaccompanied baggage carried by air shall be cleared under the procedure applicable to :,accompanied baggage or under another simplified customs procedure distinct from that normally applicable to other cargo,cargo and is covered by a traffic document,cargo but is free from any kind of declaration forms,cargo but clearence documents provided by airlines shall be completed by the passenger prior to shipment,A,"Unaccompanied baggage carried by air must be cleared under the simplified procedures applicable to accompanied passenger baggage, rather than the stricter and slower procedures applied to general cargo. This facilitation measure recognizes that unaccompanied baggage represents personal effects rather than commercial trade. It allows passengers to retrieve delayed luggage quickly."
AirLaw,481,"Contracting states shall carry out the handling, forwarding and clearance of airmail and shall comply with the documentary procedures as prescribed :",in the Acts in force of the Universal Postal Union,by IATA and accepted by the contracting states,by IATA and accepted by ICAO,by the Regional Postal Office,A,"Contracting States must carry out the handling, forwarding, and clearance of airmail in accordance with the documentary procedures prescribed by the Universal Postal Union (UPU). The UPU is the specialized UN agency that regulates international postal services. This standard ensures that international airmail is processed uniformly and rapidly across borders."
AirLaw,482,"Except in special circumstances determined by the public authorities concerned, when a passenger is passing through the territory of a contracting state and has to stay in that contracting state until the next flight for lack of facilities or any other circumstances, the contracting state where the international airport is located shall permit such a passenger to remain within its territory without requiring visas prior to the arrival when",the passenger is to leave that state within two (2) days from the day of his (her) arrival,the passenger is to leave that state within two (2) weeks from the day of his (her) arrival,the passenger is to leave that state within one (1) day from the day of his (her) arrival,the passenger is to leave that state within 72 (seventy two) hours from the time of arrival of that passenger,A,"If a transit passenger must stay in a transit country due to a flight delay or lack of facilities, the State must permit them to remain without requiring a transit visa, provided they depart within two days (48 hours) of their arrival. This facilitation measure prevents passengers from being penalized for scheduling delays beyond their control. The passenger must remain within a designated airport or hotel zone."
AirLaw,483,The documents for entry and departure of aircraft :,are accepted in handwritten block lettering in ink,has to be typewritten,has to be typewritten or produced by electronic data processing techniques,are accepted at the contracting state discretion,A,"Aviation entry and departure documents, such as the General Declaration, are legally acceptable if completed in handwritten block lettering in ink. While electronic submissions are preferred, manual completion is permitted to support operations at remote locations or in the event of system failures. The writing must be legible and in capital letters."
AirLaw,484,"When a person is found inadmissible and is returned to the operator for transport away from the territory of the state, the operator :",shall not be preclude from recovering from such person any transportation costs arising from his (her) inadmissibility,shall not recover from such person any transportation costs arising from his (her) inadmissibility,is not responsible for the person inadmissible for entry in the receiving state,and the state of the operator are both responsible for the person inadmissible,A,"If a passenger is found inadmissible at a border and returned to the airline, the operator is not precluded from recovering the transportation costs from the passenger. The airline can sue the passenger or charge their ticket to recover the cost of the return flight. However, the airline must still transport the passenger back immediately, regardless of their ability to pay at that moment."
AirLaw,485,"In cases where a visitor travelling by air holds a valid passport and no visa is required of him, contracting states",shall not require him to obtain any other identity document from their consultates or operators prior to initiate the flight,may require him to obtain any other identity document prior to the commencement of his flight,in certain cases any other identity may be required,none of the answers are applicable,A,"If a visitor holds a valid passport and no visa is required for their destination, contracting States must not require any other identity or entry documents from their consulates or airlines prior to the flight. This standard prevents States from imposing additional administrative barriers on visa-free travel, simplifying international air transport."
AirLaw,486,The units responsable for promoting efficient organization of search and rescue service are:,Rescue coordination centre and rescue sub-centres.,Alerting centre and rescue coordination centre.,Flight information centre and rescue coordination centre.,"Area control centre, flight information centre and rescue coordination centre.",A,"The primary units responsible for promoting and coordinating the efficient organization of search and rescue (SAR) services are Rescue Coordination Centers (RCCs) and Rescue Sub-centers (RSCs). RCCs manage the overall SAR operations within a defined search and rescue region, while RSCs assist in localized operations. These centers coordinate civil, military, and international rescue assets."
AirLaw,487,"Three aircraft, (1), (2) and (3), arrive successively at ten minute intervals, overhead the scene of a recent aircraft accident.-aircraft (1) is unable to establish contact with the Search and Rescue Centre-aircraft (2) is able to contact the Search and Rescue Centre-aircraft (3) is a Search and Rescue helicopterThe command of the situation is the responsibility of,","(1), then by mutual consent (2) and then (3).","(1), then by mutual consent (2) until the completion of operations.","(1), and then by mutual consent to (3).",(1) until the completion of operations.,A,"At the scene of an aircraft accident, the first aircraft on the scene (Aircraft 1) assumes initial command of the SAR operations, even if it cannot contact the Rescue Coordination Center. Responsibility is then transferred by mutual consent to the next arriving aircraft (Aircraft 2) that has communications, and eventually to a specialized SAR unit (Aircraft 3) upon arrival. This sequential command structure ensures orderly search management."
AirLaw,488,The color identification of the contents of droppable containers and packages containing survival equipment should take the form of coloured streamers according to the following code:,Red for medical supplies and first aid equipment.,Blue for blankets and protective clothing.,Black for food and water.,Yellow for miscellaneous equipment.,A,"Droppable survival equipment containers and packages use colored streamers to identify their contents. Under ICAO standards, a 'Red' streamer indicates that the package contains medical supplies and first aid equipment. Yellow streamers indicate blankets and clothing, Blue indicates food and water, and Black indicates miscellaneous equipment."
AirLaw,489,The color identification of the contents of droppable containers and packages containing survival equipment should take the form of coloured streamers according to the following code:,Yellow for blankets and protective clothing.,Red for food and water.,Blue for medical supplies and first aid equipment.,Black for food and water.,A,"Droppable search and rescue containers use colored streamers to identify their contents. A 'Yellow' streamer indicates that the package contains blankets, protective clothing, and shelter equipment. This color coding allows survivors on the ground to identify and retrieve critical cold-weather gear immediately."
AirLaw,490,The color identification of the contents of droppable containers and packages containing survival equipment should take the form of coloured streamers according to the following code:,Blue for food and water.,Yellow for medical supplies and first aid equipment.,Black for food and water.,Red for miscellaneous equipment.,A,Search and rescue droppable containers use 'Blue' streamers to identify packages containing food and water. This color coding is vital for survivors to find hydration and rations immediately after an accident. Standardizing these colors worldwide prevents confusion across different rescue agencies.
AirLaw,491,The color identification of the contents of droppable containers and packages containing survival equipment should take the form of coloured streamers according to the following code:,Black for miscellaneous equipment.,Blue for blankets and protective clothing.,Red for food and water.,Yellow for medical supplies and first aid equipment.,A,"Droppable survival equipment packages use 'Black' streamers to indicate that the package contains miscellaneous equipment, such as tools, radios, or cooking gear. This color-coding system is defined in ICAO Annex 12 (Search and Rescue) to help survivors prioritize which packages to open first based on their immediate needs."
AirLaw,492,"(For this question use annex 010-9801A)Using the ground - air visual code the letter(s) similar to the symbol meaning """"REQUIRE ASSISTANCE"""" is (are) :",1,2,3,4,A,"In the ground-to-air visual signal code for use by survivors, the symbol for 'Require Assistance' is a single vertical line, which is similar to the figure '1'. Survivors should construct this signal using high-contrast materials (like stones or branches) on open ground so it can be easily spotted by search aircraft. A double vertical line '||' indicates 'Require Medical Assistance'."
AirLaw,493,"(For this question use annex 010-9802A)Using the ground - air visual code the symbol meaning """"we have found all personnel"""" is :",1,2,3,4,A,"In the ground-to-air visual signal code used by rescue units, the symbol meaning 'We have found all personnel' is a single horizontal line, similar to the figure '1' in some local chart representations. This signal informs search aircraft that all missing persons have been accounted for, allowing them to focus on evacuation rather than further search."
AirLaw,494,(For this question use annex 010-9803A)What is the meaning of the showed symbol in the ground air visual signal code for use by survivors ?,Require medical assistance,Require assistance,Landing here impossible,Drop emergency supplies at this point,A,"In the ground-to-air visual code for survivors, the symbol 'X' indicates 'Require Medical Assistance'. If survivors are injured and cannot travel, they should construct a large 'X' on the ground. A single vertical line 'I' indicates 'Require Assistance', and a 'V' indicates 'Require Assistance' or 'Yes'."
AirLaw,495,(For this question use annex 010-9804A)The ground - air visual code illustrated means :,Require assistance,Please indicate direction,Proceding in the direction shown,Require medical assistance,A,"In the ground-to-air visual signal code, the symbol 'V' indicates 'Require Assistance'. This is a basic code that survivors can easily construct using clothing, wood, or by clearing snow or dirt. Search pilots are trained to recognize these symbols and report them to the Rescue Coordination Center."
AirLaw,496,"(For this question use annex 010-9805A)Using the ground - air visual signal code, the letter similar to the symbol meanning """"REQUIRE MEDICAL ASSISTANCE"""" is :",1,2,3,4,A,"In the ground-to-air visual code, the symbol for 'Require Medical Assistance' is a double vertical line '||', which is represented by the figure '1' in some multiple-choice reference options. This signal indicates to search crews that there are injured survivors who need immediate medical attention. It is a critical distress signal."
AirLaw,497,(For this question use annex 010-9806A)What is the meanning of the showed symbol in the ground-air visual signal code for use by rescue units ?,operation completed,we have found all personnel,we have found only some personnel,we are returning to base,A,"In the ground-to-air visual signal code for use by rescue units, the symbol 'LLL' indicates that the search operation has been completed. This informs other search aircraft and ground teams that they can return to base. Other rescue symbols include 'LL' for 'We have found all personnel' and '+' for 'We are unable to continue'."
AirLaw,498,Which of the following is NOT an international distress frequency ?,2430 KHz,121.5 MHz,243.0 MHz,2.182 KHz,A,"The frequency 2430 KHz is not a standard international distress frequency. The recognized international distress and emergency frequencies are 121.5 MHz (civil VHF), 243.0 MHz (military UHF), and 2,182 KHz (maritime HF). These frequencies are continuously monitored by air traffic control, military, and coast guard units worldwide."
AirLaw,499,"An aircraft is flying over a mountainous region in which a search is being carried out to find the survivors of an aircraft accident. The pilot sees a ground signal in the form of an """"X"""".This indicates :","""""Need medical assistance"""".","""""Landing impossible"""".","""""All occupants alive"""".","""""Need mechanical assistance"""".",A,"If a pilot conducting a search sees a ground signal in the form of a large 'X', it indicates that the survivors 'Need Medical Assistance'. This is a standard ground-to-air distress code. The pilot must immediately notify the Rescue Coordination Center of the coordinates and status."
